year,division,station,station_code,offence_code,offence_category,offence_group,incident_count
2014,DMR South Central Division,Donnybrook,61101,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",24
2014,DMR South Central Division,Donnybrook,61101,07,Burglary and related offences (07),Burglary and related offences,294
2014,DMR South Central Division,Donnybrook,61101,08,Theft and related offences (08),Theft and related offences,809
2014,DMR South Central Division,Donnybrook,61101,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",52
2014,DMR South Central Division,Donnybrook,61101,10,Controlled drug offences (10),Controlled drug offences,61
2014,DMR South Central Division,Donnybrook,61101,11,Weapons and explosives offences (11),Weapons and explosives offences,11
2014,DMR South Central Division,Donnybrook,61101,12,Damage to property and to the environment  offences (12),Damage to property & environment,138
2014,DMR South Central Division,Donnybrook,61101,13,Public order and other social code offences (13),Public order & social code offences,187
2014,DMR South Central Division,Donnybrook,61101,14,Road and traffic offences (14),Road and traffic offences,484
2014,DMR South Central Division,Donnybrook,61101,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",4
2014,DMR South Central Division,Donnybrook,61101,16,Offences not elsewhere classified (16),Offences not elsewhere classified,3
2014,DMR South Central Division,Irishtown,61102,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",35
2014,DMR South Central Division,Irishtown,61102,04,Dangerous or negligent acts (04),Dangerous or negligent acts,233
2014,DMR South Central Division,Irishtown,61102,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2014,DMR South Central Division,Irishtown,61102,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",19
2014,DMR South Central Division,Irishtown,61102,07,Burglary and related offences (07),Burglary and related offences,258
2014,DMR South Central Division,Irishtown,61102,08,Theft and related offences (08),Theft and related offences,566
2014,DMR South Central Division,Irishtown,61102,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",38
2014,DMR South Central Division,Irishtown,61102,10,Controlled drug offences (10),Controlled drug offences,68
2014,DMR South Central Division,Irishtown,61102,11,Weapons and explosives offences (11),Weapons and explosives offences,19
2014,DMR South Central Division,Irishtown,61102,12,Damage to property and to the environment  offences (12),Damage to property & environment,140
2014,DMR South Central Division,Irishtown,61102,13,Public order and other social code offences (13),Public order & social code offences,164
2014,DMR South Central Division,Irishtown,61102,14,Road and traffic offences (14),Road and traffic offences,265
2014,DMR South Central Division,Irishtown,61102,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",15
2014,DMR South Central Division,Irishtown,61102,16,Offences not elsewhere classified (16),Offences not elsewhere classified,3
2014,DMR South Central Division,Pearse Street,61202,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",519
2014,DMR South Central Division,Pearse Street,61202,04,Dangerous or negligent acts (04),Dangerous or negligent acts,130
2014,DMR South Central Division,Pearse Street,61202,05,Kidnapping and related offences (05),Kidnapping and related offences,2
2014,DMR South Central Division,Pearse Street,61202,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",179
2014,DMR South Central Division,Pearse Street,61202,07,Burglary and related offences (07),Burglary and related offences,531
2014,DMR South Central Division,Pearse Street,61202,08,Theft and related offences (08),Theft and related offences,5981
2014,DMR South Central Division,Pearse Street,61202,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",293
2014,DMR South Central Division,Pearse Street,61202,10,Controlled drug offences (10),Controlled drug offences,474
2014,DMR South Central Division,Pearse Street,61202,11,Weapons and explosives offences (11),Weapons and explosives offences,122
2014,DMR South Central Division,Pearse Street,61202,12,Damage to property and to the environment  offences (12),Damage to property & environment,458
2014,DMR South Central Division,Pearse Street,61202,13,Public order and other social code offences (13),Public order & social code offences,1966
2014,DMR South Central Division,Pearse Street,61202,14,Road and traffic offences (14),Road and traffic offences,1507
2014,DMR South Central Division,Pearse Street,61202,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",107
2014,DMR South Central Division,Pearse Street,61202,16,Offences not elsewhere classified (16),Offences not elsewhere classified,30
2014,DMR South Central Division,Kevin Street,61301,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",204
2014,DMR South Central Division,Kevin Street,61301,04,Dangerous or negligent acts (04),Dangerous or negligent acts,277
2014,DMR South Central Division,Kevin Street,61301,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2014,DMR South Central Division,Kevin Street,61301,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",113
2014,DMR South Central Division,Kevin Street,61301,07,Burglary and related offences (07),Burglary and related offences,411
2014,DMR South Central Division,Kevin Street,61301,08,Theft and related offences (08),Theft and related offences,1164
2014,DMR South Central Division,Kevin Street,61301,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",81
2014,DMR South Central Division,Kevin Street,61301,10,Controlled drug offences (10),Controlled drug offences,158
2014,DMR South Central Division,Kevin Street,61301,11,Weapons and explosives offences (11),Weapons and explosives offences,31
2014,DMR South Central Division,Kevin Street,61301,12,Damage to property and to the environment  offences (12),Damage to property & environment,306
2014,DMR South Central Division,Kevin Street,61301,13,Public order and other social code offences (13),Public order & social code offences,345
2014,DMR South Central Division,Kevin Street,61301,14,Road and traffic offences (14),Road and traffic offences,428
2014,DMR South Central Division,Kevin Street,61301,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",16
2014,DMR South Central Division,Kevin Street,61301,16,Offences not elsewhere classified (16),Offences not elsewhere classified,3
2014,DMR South Central Division,Kilmainham,61302,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",129
2014,DMR South Central Division,Kilmainham,61302,04,Dangerous or negligent acts (04),Dangerous or negligent acts,780
2014,DMR South Central Division,Kilmainham,61302,05,Kidnapping and related offences (05),Kidnapping and related offences,3
2014,DMR South Central Division,Kilmainham,61302,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",60
2014,DMR South Central Division,Kilmainham,61302,07,Burglary and related offences (07),Burglary and related offences,274
2014,DMR South Central Division,Kilmainham,61302,08,Theft and related offences (08),Theft and related offences,922
2014,DMR South Central Division,Kilmainham,61302,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",39
2014,DMR South Central Division,Kilmainham,61302,10,Controlled drug offences (10),Controlled drug offences,157
2014,DMR South Central Division,Kilmainham,61302,11,Weapons and explosives offences (11),Weapons and explosives offences,42
2014,DMR South Central Division,Kilmainham,61302,12,Damage to property and to the environment  offences (12),Damage to property & environment,394
2014,DMR South Central Division,Kilmainham,61302,13,Public order and other social code offences (13),Public order & social code offences,292
2014,DMR South Central Division,Kilmainham,61302,14,Road and traffic offences (14),Road and traffic offences,442
2014,DMR South Central Division,Kilmainham,61302,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",16
2014,DMR South Central Division,Kilmainham,61302,16,Offences not elsewhere classified (16),Offences not elsewhere classified,7
2014,DMR North Central Division,Bridewell Dublin,62101,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",129
2014,DMR North Central Division,Bridewell Dublin,62101,04,Dangerous or negligent acts (04),Dangerous or negligent acts,150
2014,DMR North Central Division,Bridewell Dublin,62101,05,Kidnapping and related offences (05),Kidnapping and related offences,3
2014,DMR North Central Division,Bridewell Dublin,62101,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",57
2014,DMR North Central Division,Bridewell Dublin,62101,07,Burglary and related offences (07),Burglary and related offences,208
2014,DMR North Central Division,Bridewell Dublin,62101,08,Theft and related offences (08),Theft and related offences,895
2014,DMR North Central Division,Bridewell Dublin,62101,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",49
2014,DMR North Central Division,Bridewell Dublin,62101,10,Controlled drug offences (10),Controlled drug offences,158
2014,DMR North Central Division,Bridewell Dublin,62101,11,Weapons and explosives offences (11),Weapons and explosives offences,38
2014,DMR North Central Division,Bridewell Dublin,62101,12,Damage to property and to the environment  offences (12),Damage to property & environment,358
2014,DMR North Central Division,Bridewell Dublin,62101,13,Public order and other social code offences (13),Public order & social code offences,346
2014,DMR North Central Division,Bridewell Dublin,62101,14,Road and traffic offences (14),Road and traffic offences,793
2014,DMR North Central Division,Bridewell Dublin,62101,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",3153
2014,DMR North Central Division,Bridewell Dublin,62101,16,Offences not elsewhere classified (16),Offences not elsewhere classified,10
2014,DMR North Central Division,Fitzgibbon Street,62202,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",139
2014,DMR North Central Division,Fitzgibbon Street,62202,04,Dangerous or negligent acts (04),Dangerous or negligent acts,59
2014,DMR North Central Division,Fitzgibbon Street,62202,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2014,DMR North Central Division,Fitzgibbon Street,62202,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",82
2014,DMR North Central Division,Fitzgibbon Street,62202,07,Burglary and related offences (07),Burglary and related offences,271
2014,DMR North Central Division,Fitzgibbon Street,62202,08,Theft and related offences (08),Theft and related offences,868
2014,DMR North Central Division,Fitzgibbon Street,62202,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",46
2014,DMR North Central Division,Fitzgibbon Street,62202,10,Controlled drug offences (10),Controlled drug offences,272
2014,DMR North Central Division,Fitzgibbon Street,62202,11,Weapons and explosives offences (11),Weapons and explosives offences,38
2014,DMR North Central Division,Fitzgibbon Street,62202,12,Damage to property and to the environment  offences (12),Damage to property & environment,289
2014,DMR North Central Division,Fitzgibbon Street,62202,13,Public order and other social code offences (13),Public order & social code offences,215
2014,DMR North Central Division,Fitzgibbon Street,62202,14,Road and traffic offences (14),Road and traffic offences,359
2014,DMR North Central Division,Fitzgibbon Street,62202,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",12
2014,DMR North Central Division,Fitzgibbon Street,62202,16,Offences not elsewhere classified (16),Offences not elsewhere classified,26
2014,DMR North Central Division,Mountjoy,62203,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",228
2014,DMR North Central Division,Mountjoy,62203,04,Dangerous or negligent acts (04),Dangerous or negligent acts,107
2014,DMR North Central Division,Mountjoy,62203,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2014,DMR North Central Division,Mountjoy,62203,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",72
2014,DMR North Central Division,Mountjoy,62203,07,Burglary and related offences (07),Burglary and related offences,282
2014,DMR North Central Division,Mountjoy,62203,08,Theft and related offences (08),Theft and related offences,892
2014,DMR North Central Division,Mountjoy,62203,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",99
2014,DMR North Central Division,Mountjoy,62203,10,Controlled drug offences (10),Controlled drug offences,133
2014,DMR North Central Division,Mountjoy,62203,11,Weapons and explosives offences (11),Weapons and explosives offences,29
2014,DMR North Central Division,Mountjoy,62203,12,Damage to property and to the environment  offences (12),Damage to property & environment,362
2014,DMR North Central Division,Mountjoy,62203,13,Public order and other social code offences (13),Public order & social code offences,214
2014,DMR North Central Division,Mountjoy,62203,14,Road and traffic offences (14),Road and traffic offences,544
2014,DMR North Central Division,Mountjoy,62203,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",55
2014,DMR North Central Division,Mountjoy,62203,16,Offences not elsewhere classified (16),Offences not elsewhere classified,10
2014,DMR North Central Division,Store Street,62301,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",308
2014,DMR North Central Division,Store Street,62301,04,Dangerous or negligent acts (04),Dangerous or negligent acts,394
2014,DMR North Central Division,Store Street,62301,05,Kidnapping and related offences (05),Kidnapping and related offences,2
2014,DMR North Central Division,Store Street,62301,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",131
2014,DMR North Central Division,Store Street,62301,07,Burglary and related offences (07),Burglary and related offences,356
2014,DMR North Central Division,Store Street,62301,08,Theft and related offences (08),Theft and related offences,5004
2014,DMR North Central Division,Store Street,62301,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",175
2014,DMR North Central Division,Store Street,62301,10,Controlled drug offences (10),Controlled drug offences,1333
2014,DMR North Central Division,Store Street,62301,11,Weapons and explosives offences (11),Weapons and explosives offences,108
2014,DMR North Central Division,Store Street,62301,12,Damage to property and to the environment  offences (12),Damage to property & environment,513
2014,DMR North Central Division,Store Street,62301,13,Public order and other social code offences (13),Public order & social code offences,1026
2014,DMR North Central Division,Store Street,62301,14,Road and traffic offences (14),Road and traffic offences,1427
2014,DMR North Central Division,Store Street,62301,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",24
2014,DMR North Central Division,Store Street,62301,16,Offences not elsewhere classified (16),Offences not elsewhere classified,16
2014,DMR North Division,Balbriggan,63101,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",98
2014,DMR North Division,Balbriggan,63101,04,Dangerous or negligent acts (04),Dangerous or negligent acts,67
2014,DMR North Division,Balbriggan,63101,05,Kidnapping and related offences (05),Kidnapping and related offences,3
2014,DMR North Division,Balbriggan,63101,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",7
2014,DMR North Division,Balbriggan,63101,07,Burglary and related offences (07),Burglary and related offences,138
2014,DMR North Division,Balbriggan,63101,08,Theft and related offences (08),Theft and related offences,535
2014,DMR North Division,Balbriggan,63101,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",116
2014,DMR North Division,Balbriggan,63101,10,Controlled drug offences (10),Controlled drug offences,54
2014,DMR North Division,Balbriggan,63101,11,Weapons and explosives offences (11),Weapons and explosives offences,10
2014,DMR North Division,Balbriggan,63101,12,Damage to property and to the environment  offences (12),Damage to property & environment,201
2014,DMR North Division,Balbriggan,63101,13,Public order and other social code offences (13),Public order & social code offences,78
2014,DMR North Division,Balbriggan,63101,14,Road and traffic offences (14),Road and traffic offences,486
2014,DMR North Division,Balbriggan,63101,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",38
2014,DMR North Division,Balbriggan,63101,16,Offences not elsewhere classified (16),Offences not elsewhere classified,10
2014,DMR North Division,Garristown,63102,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",3
2014,DMR North Division,Garristown,63102,04,Dangerous or negligent acts (04),Dangerous or negligent acts,0
2014,DMR North Division,Garristown,63102,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2014,DMR North Division,Garristown,63102,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",1
2014,DMR North Division,Garristown,63102,07,Burglary and related offences (07),Burglary and related offences,16
2014,DMR North Division,Garristown,63102,08,Theft and related offences (08),Theft and related offences,33
2014,DMR North Division,Garristown,63102,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",0
2014,DMR North Division,Garristown,63102,10,Controlled drug offences (10),Controlled drug offences,3
2014,DMR North Division,Garristown,63102,11,Weapons and explosives offences (11),Weapons and explosives offences,0
2014,DMR North Division,Garristown,63102,12,Damage to property and to the environment  offences (12),Damage to property & environment,10
2014,DMR North Division,Garristown,63102,13,Public order and other social code offences (13),Public order & social code offences,2
2014,DMR North Division,Garristown,63102,14,Road and traffic offences (14),Road and traffic offences,3
2014,DMR North Division,Garristown,63102,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",0
2014,DMR North Division,Garristown,63102,16,Offences not elsewhere classified (16),Offences not elsewhere classified,7
2014,DMR North Division,Lusk,63103,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",27
2014,DMR North Division,Lusk,63103,04,Dangerous or negligent acts (04),Dangerous or negligent acts,44
2014,DMR North Division,Lusk,63103,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2014,DMR North Division,Lusk,63103,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",4
2014,DMR North Division,Lusk,63103,07,Burglary and related offences (07),Burglary and related offences,82
2014,DMR North Division,Lusk,63103,08,Theft and related offences (08),Theft and related offences,414
2014,DMR North Division,Lusk,63103,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",11
2014,DMR North Division,Lusk,63103,10,Controlled drug offences (10),Controlled drug offences,21
2014,DMR North Division,Lusk,63103,11,Weapons and explosives offences (11),Weapons and explosives offences,4
2014,DMR North Division,Lusk,63103,12,Damage to property and to the environment  offences (12),Damage to property & environment,79
2014,DMR North Division,Lusk,63103,13,Public order and other social code offences (13),Public order & social code offences,37
2014,DMR North Division,Lusk,63103,14,Road and traffic offences (14),Road and traffic offences,117
2014,DMR North Division,Lusk,63103,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",9
2014,DMR North Division,Lusk,63103,16,Offences not elsewhere classified (16),Offences not elsewhere classified,3
2014,DMR North Division,Skerries,63105,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",19
2014,DMR North Division,Skerries,63105,04,Dangerous or negligent acts (04),Dangerous or negligent acts,12
2014,DMR North Division,Skerries,63105,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2014,DMR North Division,Skerries,63105,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",5
2014,DMR North Division,Skerries,63105,07,Burglary and related offences (07),Burglary and related offences,75
2014,DMR North Division,Skerries,63105,08,Theft and related offences (08),Theft and related offences,107
2014,DMR North Division,Skerries,63105,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",6
2014,DMR North Division,Skerries,63105,10,Controlled drug offences (10),Controlled drug offences,9
2014,DMR North Division,Skerries,63105,11,Weapons and explosives offences (11),Weapons and explosives offences,0
2014,DMR North Division,Skerries,63105,12,Damage to property and to the environment  offences (12),Damage to property & environment,50
2014,DMR North Division,Skerries,63105,13,Public order and other social code offences (13),Public order & social code offences,17
2014,DMR North Division,Skerries,63105,14,Road and traffic offences (14),Road and traffic offences,45
2014,DMR North Division,Skerries,63105,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",6
2014,DMR North Division,Skerries,63105,16,Offences not elsewhere classified (16),Offences not elsewhere classified,3
2014,DMR North Division,Ballymun,63201,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",126
2014,DMR North Division,Ballymun,63201,04,Dangerous or negligent acts (04),Dangerous or negligent acts,124
2014,DMR North Division,Ballymun,63201,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2014,DMR North Division,Ballymun,63201,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",40
2014,DMR North Division,Ballymun,63201,07,Burglary and related offences (07),Burglary and related offences,165
2014,DMR North Division,Ballymun,63201,08,Theft and related offences (08),Theft and related offences,652
2014,DMR North Division,Ballymun,63201,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",27
2014,DMR North Division,Ballymun,63201,10,Controlled drug offences (10),Controlled drug offences,254
2014,DMR North Division,Ballymun,63201,11,Weapons and explosives offences (11),Weapons and explosives offences,31
2014,DMR North Division,Ballymun,63201,12,Damage to property and to the environment  offences (12),Damage to property & environment,375
2014,DMR North Division,Ballymun,63201,13,Public order and other social code offences (13),Public order & social code offences,168
2014,DMR North Division,Ballymun,63201,14,Road and traffic offences (14),Road and traffic offences,807
2014,DMR North Division,Ballymun,63201,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",33
2014,DMR North Division,Ballymun,63201,16,Offences not elsewhere classified (16),Offences not elsewhere classified,7
2014,DMR North Division,Dublin Airport,63202,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",10
2014,DMR North Division,Dublin Airport,63202,04,Dangerous or negligent acts (04),Dangerous or negligent acts,525
2014,DMR North Division,Dublin Airport,63202,05,Kidnapping and related offences (05),Kidnapping and related offences,6
2014,DMR North Division,Dublin Airport,63202,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",2
2014,DMR North Division,Dublin Airport,63202,07,Burglary and related offences (07),Burglary and related offences,4
2014,DMR North Division,Dublin Airport,63202,08,Theft and related offences (08),Theft and related offences,149
2014,DMR North Division,Dublin Airport,63202,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",31
2014,DMR North Division,Dublin Airport,63202,10,Controlled drug offences (10),Controlled drug offences,21
2014,DMR North Division,Dublin Airport,63202,11,Weapons and explosives offences (11),Weapons and explosives offences,3
2014,DMR North Division,Dublin Airport,63202,12,Damage to property and to the environment  offences (12),Damage to property & environment,18
2014,DMR North Division,Dublin Airport,63202,13,Public order and other social code offences (13),Public order & social code offences,54
2014,DMR North Division,Dublin Airport,63202,14,Road and traffic offences (14),Road and traffic offences,90
2014,DMR North Division,Dublin Airport,63202,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",0
2014,DMR North Division,Dublin Airport,63202,16,Offences not elsewhere classified (16),Offences not elsewhere classified,73
2014,DMR North Division,Santry,63203,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",98
2014,DMR North Division,Santry,63203,04,Dangerous or negligent acts (04),Dangerous or negligent acts,285
2014,DMR North Division,Santry,63203,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2014,DMR North Division,Santry,63203,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",32
2014,DMR North Division,Santry,63203,07,Burglary and related offences (07),Burglary and related offences,342
2014,DMR North Division,Santry,63203,08,Theft and related offences (08),Theft and related offences,954
2014,DMR North Division,Santry,63203,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",74
2014,DMR North Division,Santry,63203,10,Controlled drug offences (10),Controlled drug offences,97
2014,DMR North Division,Santry,63203,11,Weapons and explosives offences (11),Weapons and explosives offences,17
2014,DMR North Division,Santry,63203,12,Damage to property and to the environment  offences (12),Damage to property & environment,294
2014,DMR North Division,Santry,63203,13,Public order and other social code offences (13),Public order & social code offences,164
2014,DMR North Division,Santry,63203,14,Road and traffic offences (14),Road and traffic offences,1003
2014,DMR North Division,Santry,63203,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",14
2014,DMR North Division,Santry,63203,16,Offences not elsewhere classified (16),Offences not elsewhere classified,5
2014,DMR North Division,Coolock,63301,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",132
2014,DMR North Division,Coolock,63301,04,Dangerous or negligent acts (04),Dangerous or negligent acts,214
2014,DMR North Division,Coolock,63301,05,Kidnapping and related offences (05),Kidnapping and related offences,2
2014,DMR North Division,Coolock,63301,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",81
2014,DMR North Division,Coolock,63301,07,Burglary and related offences (07),Burglary and related offences,372
2014,DMR North Division,Coolock,63301,08,Theft and related offences (08),Theft and related offences,845
2014,DMR North Division,Coolock,63301,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",36
2014,DMR North Division,Coolock,63301,10,Controlled drug offences (10),Controlled drug offences,360
2014,DMR North Division,Coolock,63301,11,Weapons and explosives offences (11),Weapons and explosives offences,63
2014,DMR North Division,Coolock,63301,12,Damage to property and to the environment  offences (12),Damage to property & environment,372
2014,DMR North Division,Coolock,63301,13,Public order and other social code offences (13),Public order & social code offences,216
2014,DMR North Division,Coolock,63301,14,Road and traffic offences (14),Road and traffic offences,825
2014,DMR North Division,Coolock,63301,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",49
2014,DMR North Division,Coolock,63301,16,Offences not elsewhere classified (16),Offences not elsewhere classified,1
2014,DMR North Division,Malahide,63302,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",27
2014,DMR North Division,Malahide,63302,04,Dangerous or negligent acts (04),Dangerous or negligent acts,29
2014,DMR North Division,Malahide,63302,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2014,DMR North Division,Malahide,63302,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",10
2014,DMR North Division,Malahide,63302,07,Burglary and related offences (07),Burglary and related offences,242
2014,DMR North Division,Malahide,63302,08,Theft and related offences (08),Theft and related offences,318
2014,DMR North Division,Malahide,63302,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",24
2014,DMR North Division,Malahide,63302,10,Controlled drug offences (10),Controlled drug offences,21
2014,DMR North Division,Malahide,63302,11,Weapons and explosives offences (11),Weapons and explosives offences,1
2014,DMR North Division,Malahide,63302,12,Damage to property and to the environment  offences (12),Damage to property & environment,97
2014,DMR North Division,Malahide,63302,13,Public order and other social code offences (13),Public order & social code offences,55
2014,DMR North Division,Malahide,63302,14,Road and traffic offences (14),Road and traffic offences,61
2014,DMR North Division,Malahide,63302,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",4
2014,DMR North Division,Malahide,63302,16,Offences not elsewhere classified (16),Offences not elsewhere classified,3
2014,DMR North Division,Swords,63303,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",152
2014,DMR North Division,Swords,63303,04,Dangerous or negligent acts (04),Dangerous or negligent acts,409
2014,DMR North Division,Swords,63303,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2014,DMR North Division,Swords,63303,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",23
2014,DMR North Division,Swords,63303,07,Burglary and related offences (07),Burglary and related offences,305
2014,DMR North Division,Swords,63303,08,Theft and related offences (08),Theft and related offences,914
2014,DMR North Division,Swords,63303,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",74
2014,DMR North Division,Swords,63303,10,Controlled drug offences (10),Controlled drug offences,195
2014,DMR North Division,Swords,63303,11,Weapons and explosives offences (11),Weapons and explosives offences,15
2014,DMR North Division,Swords,63303,12,Damage to property and to the environment  offences (12),Damage to property & environment,292
2014,DMR North Division,Swords,63303,13,Public order and other social code offences (13),Public order & social code offences,248
2014,DMR North Division,Swords,63303,14,Road and traffic offences (14),Road and traffic offences,665
2014,DMR North Division,Swords,63303,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",146
2014,DMR North Division,Swords,63303,16,Offences not elsewhere classified (16),Offences not elsewhere classified,7
2014,DMR North Division,Clontarf,63401,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",51
2014,DMR North Division,Clontarf,63401,04,Dangerous or negligent acts (04),Dangerous or negligent acts,331
2014,DMR North Division,Clontarf,63401,05,Kidnapping and related offences (05),Kidnapping and related offences,2
2014,DMR North Division,Clontarf,63401,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",30
2014,DMR North Division,Clontarf,63401,07,Burglary and related offences (07),Burglary and related offences,356
2014,DMR North Division,Clontarf,63401,08,Theft and related offences (08),Theft and related offences,670
2014,DMR North Division,Clontarf,63401,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",36
2014,DMR North Division,Clontarf,63401,10,Controlled drug offences (10),Controlled drug offences,68
2014,DMR North Division,Clontarf,63401,11,Weapons and explosives offences (11),Weapons and explosives offences,13
2014,DMR North Division,Clontarf,63401,12,Damage to property and to the environment  offences (12),Damage to property & environment,229
2014,DMR North Division,Clontarf,63401,13,Public order and other social code offences (13),Public order & social code offences,110
2014,DMR North Division,Clontarf,63401,14,Road and traffic offences (14),Road and traffic offences,364
2014,DMR North Division,Clontarf,63401,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",14
2014,DMR North Division,Clontarf,63401,16,Offences not elsewhere classified (16),Offences not elsewhere classified,7
2014,DMR North Division,Howth,63402,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",23
2014,DMR North Division,Howth,63402,04,Dangerous or negligent acts (04),Dangerous or negligent acts,46
