year,division,station,station_code,offence_code,offence_category,offence_group,incident_count
2021,DMR West Division,Finglas,66103,14,Road and traffic offences (14),Road and traffic offences,884
2021,DMR West Division,Finglas,66103,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",133
2021,DMR West Division,Finglas,66103,16,Offences not elsewhere classified (16),Offences not elsewhere classified,17
2021,DMR West Division,Ballyfermot,66201,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",180
2021,DMR West Division,Ballyfermot,66201,04,Dangerous or negligent acts (04),Dangerous or negligent acts,108
2021,DMR West Division,Ballyfermot,66201,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2021,DMR West Division,Ballyfermot,66201,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",22
2021,DMR West Division,Ballyfermot,66201,07,Burglary and related offences (07),Burglary and related offences,53
2021,DMR West Division,Ballyfermot,66201,08,Theft and related offences (08),Theft and related offences,338
2021,DMR West Division,Ballyfermot,66201,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",79
2021,DMR West Division,Ballyfermot,66201,10,Controlled drug offences (10),Controlled drug offences,215
2021,DMR West Division,Ballyfermot,66201,11,Weapons and explosives offences (11),Weapons and explosives offences,24
2021,DMR West Division,Ballyfermot,66201,12,Damage to property and to the environment  offences (12),Damage to property & environment,178
2021,DMR West Division,Ballyfermot,66201,13,Public order and other social code offences (13),Public order & social code offences,172
2021,DMR West Division,Ballyfermot,66201,14,Road and traffic offences (14),Road and traffic offences,470
2021,DMR West Division,Ballyfermot,66201,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",88
2021,DMR West Division,Ballyfermot,66201,16,Offences not elsewhere classified (16),Offences not elsewhere classified,11
2021,DMR West Division,Clondalkin,66202,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",210
2021,DMR West Division,Clondalkin,66202,04,Dangerous or negligent acts (04),Dangerous or negligent acts,213
2021,DMR West Division,Clondalkin,66202,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2021,DMR West Division,Clondalkin,66202,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",25
2021,DMR West Division,Clondalkin,66202,07,Burglary and related offences (07),Burglary and related offences,121
2021,DMR West Division,Clondalkin,66202,08,Theft and related offences (08),Theft and related offences,543
2021,DMR West Division,Clondalkin,66202,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",159
2021,DMR West Division,Clondalkin,66202,10,Controlled drug offences (10),Controlled drug offences,341
2021,DMR West Division,Clondalkin,66202,11,Weapons and explosives offences (11),Weapons and explosives offences,28
2021,DMR West Division,Clondalkin,66202,12,Damage to property and to the environment  offences (12),Damage to property & environment,203
2021,DMR West Division,Clondalkin,66202,13,Public order and other social code offences (13),Public order & social code offences,313
2021,DMR West Division,Clondalkin,66202,14,Road and traffic offences (14),Road and traffic offences,728
2021,DMR West Division,Clondalkin,66202,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",80
2021,DMR West Division,Clondalkin,66202,16,Offences not elsewhere classified (16),Offences not elsewhere classified,24
2021,DMR West Division,Rathcoole,66203,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",66
2021,DMR West Division,Rathcoole,66203,04,Dangerous or negligent acts (04),Dangerous or negligent acts,202
2021,DMR West Division,Rathcoole,66203,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2021,DMR West Division,Rathcoole,66203,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",6
2021,DMR West Division,Rathcoole,66203,07,Burglary and related offences (07),Burglary and related offences,41
2021,DMR West Division,Rathcoole,66203,08,Theft and related offences (08),Theft and related offences,320
2021,DMR West Division,Rathcoole,66203,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",42
2021,DMR West Division,Rathcoole,66203,10,Controlled drug offences (10),Controlled drug offences,38
2021,DMR West Division,Rathcoole,66203,11,Weapons and explosives offences (11),Weapons and explosives offences,8
2021,DMR West Division,Rathcoole,66203,12,Damage to property and to the environment  offences (12),Damage to property & environment,68
2021,DMR West Division,Rathcoole,66203,13,Public order and other social code offences (13),Public order & social code offences,63
2021,DMR West Division,Rathcoole,66203,14,Road and traffic offences (14),Road and traffic offences,155
2021,DMR West Division,Rathcoole,66203,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",21
2021,DMR West Division,Rathcoole,66203,16,Offences not elsewhere classified (16),Offences not elsewhere classified,8
2021,DMR West Division,Lucan,66301,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",109
2021,DMR West Division,Lucan,66301,04,Dangerous or negligent acts (04),Dangerous or negligent acts,444
2021,DMR West Division,Lucan,66301,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2021,DMR West Division,Lucan,66301,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",15
2021,DMR West Division,Lucan,66301,07,Burglary and related offences (07),Burglary and related offences,99
2021,DMR West Division,Lucan,66301,08,Theft and related offences (08),Theft and related offences,413
2021,DMR West Division,Lucan,66301,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",183
2021,DMR West Division,Lucan,66301,10,Controlled drug offences (10),Controlled drug offences,268
2021,DMR West Division,Lucan,66301,11,Weapons and explosives offences (11),Weapons and explosives offences,22
2021,DMR West Division,Lucan,66301,12,Damage to property and to the environment  offences (12),Damage to property & environment,129
2021,DMR West Division,Lucan,66301,13,Public order and other social code offences (13),Public order & social code offences,192
2021,DMR West Division,Lucan,66301,14,Road and traffic offences (14),Road and traffic offences,420
2021,DMR West Division,Lucan,66301,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",20
2021,DMR West Division,Lucan,66301,16,Offences not elsewhere classified (16),Offences not elsewhere classified,8
2021,DMR West Division,Ronanstown,66302,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",260
2021,DMR West Division,Ronanstown,66302,04,Dangerous or negligent acts (04),Dangerous or negligent acts,193
2021,DMR West Division,Ronanstown,66302,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2021,DMR West Division,Ronanstown,66302,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",24
2021,DMR West Division,Ronanstown,66302,07,Burglary and related offences (07),Burglary and related offences,88
2021,DMR West Division,Ronanstown,66302,08,Theft and related offences (08),Theft and related offences,813
2021,DMR West Division,Ronanstown,66302,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",86
2021,DMR West Division,Ronanstown,66302,10,Controlled drug offences (10),Controlled drug offences,940
2021,DMR West Division,Ronanstown,66302,11,Weapons and explosives offences (11),Weapons and explosives offences,40
2021,DMR West Division,Ronanstown,66302,12,Damage to property and to the environment  offences (12),Damage to property & environment,273
2021,DMR West Division,Ronanstown,66302,13,Public order and other social code offences (13),Public order & social code offences,344
2021,DMR West Division,Ronanstown,66302,14,Road and traffic offences (14),Road and traffic offences,608
2021,DMR West Division,Ronanstown,66302,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",236
2021,DMR West Division,Ronanstown,66302,16,Offences not elsewhere classified (16),Offences not elsewhere classified,8
2022,DMR South Central Division,Donnybrook,61101,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",88
2022,DMR South Central Division,Donnybrook,61101,04,Dangerous or negligent acts (04),Dangerous or negligent acts,95
2022,DMR South Central Division,Donnybrook,61101,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2022,DMR South Central Division,Donnybrook,61101,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",24
